"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"02-Jul-2024","EQ","2,272.00","2,289.90","2,210.05","2,266.05","2,255.10","2,260.65","2,260.28","2,427.90","555.80","24,98,510","5,64,73,23,196.85","90,236"
"01-Jul-2024","EQ","2,273.95","2,310.00","2,241.00","2,215.15","2,259.00","2,266.05","2,271.52","2,427.90","555.80","49,46,752","11,23,66,60,276.05","1,63,489"
"28-Jun-2024","EQ","2,249.00","2,270.00","2,186.05","2,238.50","2,228.00","2,215.15","2,224.35","2,427.90","555.80","24,77,956","5,51,18,40,934.80","88,112"
"27-Jun-2024","EQ","2,217.80","2,297.65","2,180.00","2,208.15","2,237.05","2,238.50","2,243.38","2,427.90","555.80","54,97,856","12,33,37,78,173.00","1,58,211"
"26-Jun-2024","EQ","2,205.10","2,275.25","2,191.20","2,188.55","2,210.05","2,208.15","2,234.99","2,427.90","555.80","48,50,979","10,84,18,82,631.75","1,62,430"
"25-Jun-2024","EQ","2,153.00","2,239.00","2,145.15","2,143.15","2,188.00","2,188.55","2,196.05","2,427.90","555.80","48,74,927","10,70,55,65,491.15","1,49,368"
"24-Jun-2024","EQ","2,136.35","2,200.00","2,113.45","2,132.25","2,145.00","2,143.15","2,155.86","2,427.90","555.80","27,58,689","5,94,73,48,933.15","1,08,676"
"21-Jun-2024","EQ","2,232.00","2,240.00","2,108.05","2,231.95","2,139.00","2,132.25","2,155.40","2,427.90","555.80","33,31,150","7,17,99,76,641.10","1,57,645"
"20-Jun-2024","EQ","2,259.00","2,298.70","2,202.00","2,256.20","2,233.55","2,231.95","2,256.06","2,427.90","555.80","34,61,499","7,80,93,66,025.45","1,30,524"
"19-Jun-2024","EQ","2,360.00","2,427.90","2,200.00","2,320.80","2,257.00","2,256.20","2,281.05","2,427.90","555.80","63,56,683","14,49,98,80,618.10","2,56,552"
"18-Jun-2024","EQ","2,137.70","2,334.55","2,132.35","2,122.35","2,334.55","2,320.80","2,254.73","2,334.55","555.80","1,19,63,932","26,97,54,12,855.30","3,28,668"
"14-Jun-2024","EQ","2,020.00","2,175.00","1,981.00","2,006.80","2,115.00","2,122.35","2,086.05","2,175.00","545.00","1,20,77,353","25,19,39,33,591.95","3,20,321"
"13-Jun-2024","EQ","1,912.40","2,018.00","1,890.00","1,902.85","2,010.75","2,006.80","1,963.69","2,100.00","545.00","51,14,642","10,04,35,72,559.25","1,40,993"
"12-Jun-2024","EQ","1,902.80","1,924.90","1,887.00","1,894.05","1,907.00","1,902.85","1,908.20","2,100.00","545.00","14,31,812","2,73,21,79,864.25","51,785"
"11-Jun-2024","EQ","1,905.00","1,946.95","1,880.00","1,893.20","1,890.45","1,894.05","1,913.58","2,100.00","545.00","18,48,739","3,53,77,09,009.55","80,205"
"10-Jun-2024","EQ","1,933.35","1,948.00","1,885.00","1,912.75","1,894.00","1,893.20","1,901.59","2,100.00","545.00","17,83,567","3,39,16,07,541.60","80,556"
"07-Jun-2024","EQ","1,870.00","1,954.00","1,862.85","1,853.00","1,908.00","1,912.75","1,907.67","2,100.00","497.20","44,06,748","8,40,66,17,199.05","1,69,461"
"06-Jun-2024","EQ","1,735.00","1,853.00","1,732.05","1,684.55","1,853.00","1,853.00","1,837.25","2,100.00","497.20","46,99,862","8,63,48,25,297.60","95,744"
"05-Jun-2024","EQ","1,789.95","1,789.95","1,630.55","1,811.70","1,689.95","1,684.55","1,678.79","2,100.00","497.20","72,31,598","12,14,03,24,994.15","2,45,250"
"04-Jun-2024","EQ","2,009.00","2,009.00","1,811.70","2,013.00","1,811.70","1,811.70","1,868.25","2,100.00","497.20","56,77,652","10,60,72,82,457.85","2,38,409"
"03-Jun-2024","EQ","2,100.00","2,100.00","2,003.15","1,947.65","2,010.00","2,013.00","2,027.67","2,100.00","497.20","44,97,698","9,11,98,47,146.30","1,82,347"
"31-May-2024","EQ","1,980.00","2,010.00","1,901.00","1,957.15","1,943.90","1,947.65","1,949.60","2,100.00","479.20","75,22,139","14,66,51,25,492.50","2,54,644"
"30-May-2024","EQ","2,027.00","2,048.00","1,940.00","2,018.05","1,965.00","1,957.15","1,991.67","2,100.00","479.20","70,63,841","14,06,88,73,691.65","2,87,203"
"29-May-2024","EQ","1,900.00","2,030.00","1,825.00","1,909.40","2,021.00","2,018.05","1,977.66","2,100.00","479.20","1,34,52,819","26,60,51,38,014.05","4,27,427"
"28-May-2024","EQ","1,994.05","2,022.00","1,863.40","1,971.00","1,910.00","1,909.40","1,923.22","2,100.00","479.20","79,02,909","15,19,90,45,475.10","2,95,366"
"27-May-2024","EQ","2,100.00","2,100.00","1,952.65","1,912.55","1,971.10","1,971.00","2,002.09","2,100.00","479.20","1,58,78,300","31,78,97,18,621.85","4,98,867"
"24-May-2024","EQ","1,899.50","2,030.00","1,831.55","1,890.20","1,905.75","1,912.55","1,969.38","2,030.00","468.95","2,16,10,057","42,55,84,31,355.15","6,42,571"
"23-May-2024","EQ","1,660.00","1,935.00","1,658.70","1,633.30","1,900.00","1,890.20","1,811.99","1,935.00","468.95","2,07,68,778","37,63,27,62,448.15","5,42,836"
"22-May-2024","EQ","1,650.05","1,709.00","1,593.35","1,641.00","1,636.65","1,633.30","1,646.71","1,709.00","468.95","94,52,432","15,56,54,54,354.40","2,81,424"
"21-May-2024","EQ","1,490.00","1,696.00","1,432.75","1,484.15","1,626.90","1,641.00","1,582.20","1,696.00","468.95","1,74,69,936","27,64,09,88,091.05","4,86,762"
"18-May-2024","EQ","1,418.00","1,485.55","1,415.25","1,414.85","1,485.55","1,484.15","1,472.55","1,485.55","468.95","15,61,914","2,29,99,99,270.30","38,842"
"17-May-2024","EQ","1,349.50","1,438.40","1,347.25","1,345.50","1,409.00","1,414.85","1,393.35","1,438.40","468.95","1,30,02,299","18,11,68,10,930.25","2,86,662"
"16-May-2024","EQ","1,341.90","1,361.00","1,327.75","1,330.50","1,347.00","1,345.50","1,343.01","1,408.85","468.95","34,59,148","4,64,56,77,467.25","92,006"
"15-May-2024","EQ","1,343.10","1,370.00","1,311.70","1,343.20","1,328.95","1,330.50","1,337.21","1,408.85","468.95","58,45,758","7,81,70,00,135.05","1,55,107"
"14-May-2024","EQ","1,240.00","1,355.00","1,240.00","1,195.20","1,335.00","1,343.20","1,305.94","1,408.85","468.95","1,22,26,747","15,96,73,72,050.30","2,97,592"
"13-May-2024","EQ","1,230.00","1,237.80","1,168.00","1,229.75","1,196.85","1,195.20","1,193.44","1,408.85","468.95","30,79,650","3,67,53,68,808.05","1,01,410"
"10-May-2024","EQ","1,244.00","1,257.30","1,201.55","1,234.70","1,236.80","1,229.75","1,234.84","1,408.85","468.95","27,36,031","3,37,85,65,412.10","98,604"
"09-May-2024","EQ","1,299.60","1,304.75","1,220.00","1,294.80","1,243.90","1,234.70","1,269.09","1,408.85","468.95","20,73,901","2,63,19,70,871.20","77,227"
"08-May-2024","EQ","1,248.00","1,298.00","1,225.00","1,247.25","1,292.00","1,294.80","1,270.80","1,408.85","468.95","26,64,196","3,38,56,52,555.65","86,664"
"07-May-2024","EQ","1,293.85","1,336.00","1,226.85","1,287.60","1,248.70","1,247.25","1,279.32","1,408.85","468.95","43,90,065","5,61,62,98,273.90","1,40,277"
"06-May-2024","EQ","1,332.00","1,335.35","1,261.05","1,321.90","1,291.80","1,287.60","1,290.32","1,408.85","468.95","22,82,092","2,94,46,27,441.85","86,134"
"03-May-2024","EQ","1,331.65","1,361.75","1,303.30","1,325.65","1,325.00","1,321.90","1,330.21","1,408.85","468.95","23,14,662","3,07,89,84,602.25","79,783"
"02-May-2024","EQ","1,312.80","1,334.75","1,274.00","1,303.90","1,324.00","1,325.65","1,313.43","1,408.85","468.95","30,08,078","3,95,08,88,124.55","1,08,886"
"30-Apr-2024","EQ","1,338.00","1,378.00","1,298.00","1,337.95","1,308.00","1,303.90","1,329.39","1,408.85","468.95","33,69,452","4,47,93,13,151.50","1,11,793"
"29-Apr-2024","EQ","1,364.25","1,365.55","1,327.00","1,352.05","1,337.50","1,337.95","1,341.34","1,408.85","468.95","19,74,201","2,64,80,69,636.55","69,778"
"26-Apr-2024","EQ","1,330.10","1,364.70","1,327.20","1,326.25","1,355.00","1,352.05","1,344.66","1,408.85","468.95","47,72,122","6,41,68,67,707.55","1,31,759"
"25-Apr-2024","EQ","1,276.90","1,377.00","1,251.75","1,274.65","1,322.70","1,326.25","1,335.14","1,408.85","468.95","1,39,92,038","18,68,13,85,137.05","3,50,542"
"24-Apr-2024","EQ","1,270.00","1,323.00","1,257.90","1,251.95","1,272.00","1,274.65","1,287.45","1,408.85","468.95","91,71,525","11,80,79,05,150.20","2,24,406"
